dateUploaded,description,geo_status,hashtags,imgId,positionInStatus,searchTermUsed,url,user_id,user_name
Sun Jun 24 15:01:40 +0000 2018,"RT @ymk_cg: アミメキリンの日  🦒
#アミメキリン
#reticulated giraffe
#けものフレンズ
#動物朋友
#KEMONO FRIENDS https://t.co/JJWOf7LZhN",,"[{u'tag': u'アミメキリン'}, {u'tag': u'reticulated'}, {u'tag': u'けものフレンズ'}, {u'tag': u'動物朋友'}, {u'tag': u'KEMONO'}]",1009381657063772162,1,Reticulated Giraffe,http://pbs.twimg.com/media/DgILROgU0AIi9nS.jpg,976373392868753408,バーチャルツイッタラー日本兵だるま@NOT Vtuber　浮上時間短縮中
Sun Jun 24 15:01:22 +0000 2018,"RT @ymk_cg: アミメキリンの日  🦒
#アミメキリン
#reticulated giraffe
#けものフレンズ
#動物朋友
#KEMONO FRIENDS https://t.co/JJWOf7LZhN",,"[{u'tag': u'アミメキリン'}, {u'tag': u'reticulated'}, {u'tag': u'けものフレンズ'}, {u'tag': u'動物朋友'}, {u'tag': u'KEMONO'}]",1009381657063772162,1,Reticulated Giraffe,http://pbs.twimg.com/media/DgILROgU0AIi9nS.jpg,130663432,ＯＹＯＵ＠西沢秀二
Sun Jun 24 03:05:22 +0000 2018,"New artwork for sale! - ""Reticulated Giraffe #2"" - https://t.co/3GNjrrPzRD @fineartamerica https://t.co/PjId56GaeZ",,[],1010720509384945665,1,Reticulated Giraffe,http://pbs.twimg.com/media/DgbM8sEXcAEIzIa.jpg,2956193787,Judy Whitton
Sat Jun 23 13:22:36 +0000 2018,"RT @JudyWhitton: New artwork for sale! - ""Reticulated Giraffe #4"" - https://t.co/osVB1y7n2a @fineartamerica https://t.co/5ZmaL7dzu3",,[],1009609042149376000,1,Reticulated Giraffe,http://pbs.twimg.com/media/DgLaEx9WAAAEYqK.jpg,2956193787,Judy Whitton
Fri Jun 22 18:38:21 +0000 2018,Reticulated giraffe 's conservation status is vulnerable https://t.co/ZOTVc1sOCS Habitat loss @BelindaGreb https://t.co/j1hdZgyDJc,,[],1010230525045248000,1,Reticulated Giraffe,http://pbs.twimg.com/media/DgUPT2KUEAADypV.jpg,1689606158,Belinda Greb
Fri Jun 22 12:16:26 +0000 2018,"RT @ymk_cg: アミメキリンの日  🦒
#アミメキリン
#reticulated giraffe
#けものフレンズ
#動物朋友
#KEMONO FRIENDS https://t.co/JJWOf7LZhN",,"[{u'tag': u'アミメキリン'}, {u'tag': u'reticulated'}, {u'tag': u'けものフレンズ'}, {u'tag': u'動物朋友'}, {u'tag': u'KEMONO'}]",1009381657063772162,1,Reticulated Giraffe,http://pbs.twimg.com/media/DgILROgU0AIi9nS.jpg,947797087520821249,けもフレ大好き！
Fri Jun 22 10:47:31 +0000 2018,"RT @ymk_cg: アミメキリンの日  🦒
#アミメキリン
#reticulated giraffe
#けものフレンズ
#動物朋友
#KEMONO FRIENDS https://t.co/JJWOf7LZhN",,"[{u'tag': u'アミメキリン'}, {u'tag': u'reticulated'}, {u'tag': u'けものフレンズ'}, {u'tag': u'動物朋友'}, {u'tag': u'KEMONO'}]",1009381657063772162,1,Reticulated Giraffe,http://pbs.twimg.com/media/DgILROgU0AIi9nS.jpg,267592596,ローラコンプレックス
Fri Jun 22 06:48:52 +0000 2018,"RT @ymk_cg: アミメキリンの日  🦒
#アミメキリン
#reticulated giraffe
#けものフレンズ
#動物朋友
#KEMONO FRIENDS https://t.co/JJWOf7LZhN",,"[{u'tag': u'アミメキリン'}, {u'tag': u'reticulated'}, {u'tag': u'けものフレンズ'}, {u'tag': u'動物朋友'}, {u'tag': u'KEMONO'}]",1009381657063772162,1,Reticulated Giraffe,http://pbs.twimg.com/media/DgILROgU0AIi9nS.jpg,968472189660884993,アルパカNAOKIスリ
Thu Jun 21 23:19:04 +0000 2018,"RT @ymk_cg: アミメキリンの日  🦒
#アミメキリン
#reticulated giraffe
#けものフレンズ
#動物朋友
#KEMONO FRIENDS https://t.co/JJWOf7LZhN",,"[{u'tag': u'アミメキリン'}, {u'tag': u'reticulated'}, {u'tag': u'けものフレンズ'}, {u'tag': u'動物朋友'}, {u'tag': u'KEMONO'}]",1009381657063772162,1,Reticulated Giraffe,http://pbs.twimg.com/media/DgILROgU0AIi9nS.jpg,915502348272672768,コールス
Tue Jun 26 14:45:18 +0000 2018,"One of our favorite ""zoo kids,"" Jabula the cheetah cub, rockin' #TongueOutTuesday. 👅 (📷: Gregory Asaro) https://t.co/M7Y8iRLHrP",,[{u'tag': u'TongueOutTuesday'}],1011621425868869632,1,Cheetah,http://pbs.twimg.com/media/DgoAU7gWkAAFTz6.jpg,15526913,San Diego Zoo
Wed Jun 27 00:31:24 +0000 2018,"Supreme Cheetah Vans
DS Size 8.5
$140 invoiced shipped
@RetailTuesday @MicNice #RetailTuesday https://t.co/MQ51OtXIRk",,[{u'tag': u'RetailTuesday'}],1011768916668866560,1,Cheetah,http://pbs.twimg.com/media/DgqGeBjUYAAfMFj.jpg,241582208,The Sole Market
Wed Jun 27 00:31:24 +0000 2018,"Supreme Cheetah Vans
DS Size 8.5
$140 invoiced shipped
@RetailTuesday @MicNice #RetailTuesday https://t.co/MQ51OtXIRk",,[{u'tag': u'RetailTuesday'}],1011768916677283840,2,Cheetah,http://pbs.twimg.com/media/DgqGeBlU0AA1gIp.jpg,241582208,The Sole Market
Wed Jun 27 00:30:42 +0000 2018,RT @ChildhoodShows: The Cheetah Girls movies were everything https://t.co/qrURocUdvr,,[],1011021104390033408,1,Cheetah,http://pbs.twimg.com/ext_tw_video_thumb/1011021104390033408/pu/img/_T7AaxW3k0cX6erG.jpg,2298798714,banana 🦋
Wed Jun 27 00:24:57 +0000 2018,RT @revetleafing: Cheetah fighting without trait vs when trait is activated https://t.co/KYirl2KML0,,[],1011710808483491840,1,Cheetah,http://pbs.twimg.com/ext_tw_video_thumb/1011710808483491840/pu/img/kkcVIk5pbbYBs_Z8.jpg,787672043261091841,Fionn
Wed Jun 27 00:07:36 +0000 2018,"Cheetah Print Tattoo 💉😝 (DM me for appointments, back at it Fall 2018) https://t.co/AZ1erzCwa1",,[],1011762815026302976,1,Cheetah,http://pbs.twimg.com/media/DgqA63KXkAAV7kp.jpg,864459483208187905,Asia Nira
Wed Jun 27 00:07:10 +0000 2018,resumen de qué cheetah girl sería en BCN: https://t.co/fDBDCqPq5x,,[],1011762819879047173,1,Cheetah,http://pbs.twimg.com/media/DgqA7JPWkAUdAGK.jpg,285879502,Renata
Wed Jun 27 00:05:08 +0000 2018,Luv Betsey by Betsey Johnson chain necklace cheetah print Rose Act fast! https://t.co/htjLIhS3pj https://t.co/qlu39vYAwi,,[],1011762312322211841,1,Cheetah,http://pbs.twimg.com/media/DgqAdmcX4AEGTuk.jpg,19272300,DEALSANDSTEALS
Wed Jun 27 00:00:29 +0000 2018,"Perfect outfit for a hot summer day! 
Add some print with this cheetah platform! 
📲sophie... https://t.co/kCHyD9iA8c https://t.co/cdrnGTcLdK",,[],1011761141436092416,1,Cheetah,http://pbs.twimg.com/media/Dgp_ZcjXkAAFCtp.jpg,1485771121,Sophie
Tue Jun 26 23:58:03 +0000 2018,lii. the cheetah girls 2: when in spain (2006) https://t.co/nVjJzeG1JV,,[],1011760518988812289,1,Cheetah,http://pbs.twimg.com/media/Dgp-1NwX0AErxnQ.jpg,1893587264,☁️isa☁️
Tue Jun 26 23:55:13 +0000 2018,RT @nctmark_cheetah: https://t.co/J3mh5jWI77,,[],915880681871306753,1,Cheetah,http://pbs.twimg.com/media/DLXcoKuU8AEpEkW.jpg,898927125276770305,마크와 아기치타
Tue Jun 26 23:55:13 +0000 2018,RT @nctmark_cheetah: https://t.co/J3mh5jWI77,,[],915880681904922624,2,Cheetah,http://pbs.twimg.com/media/DLXcoK2V4AADMg0.jpg,898927125276770305,마크와 아기치타
Tue Jun 26 23:55:11 +0000 2018,RT @nctmark_cheetah: 쟈니형과 함께 https://t.co/jU3NJ3dBoK,,[],916631586057076736,1,Cheetah,http://pbs.twimg.com/media/DLiHkizVwAA7U6g.jpg,898927125276770305,마크와 아기치타
Tue Jun 26 23:55:11 +0000 2018,RT @nctmark_cheetah: 쟈니형과 함께 https://t.co/jU3NJ3dBoK,,[],916631586057068545,2,Cheetah,http://pbs.twimg.com/media/DLiHkizVoAENrnB.jpg,898927125276770305,마크와 아기치타
Tue Jun 26 23:54:02 +0000 2018,RT @nctmark_cheetah: 너무 쪼그매!! https://t.co/eelf2TdWqW,,[],964481575130771456,1,Cheetah,http://pbs.twimg.com/media/DWKG4e4UMAALLTw.jpg,898927125276770305,마크와 아기치타
Tue Jun 26 23:54:02 +0000 2018,RT @nctmark_cheetah: 너무 쪼그매!! https://t.co/eelf2TdWqW,,[],964481575118299136,2,Cheetah,http://pbs.twimg.com/media/DWKG4e1V4AANbGw.jpg,898927125276770305,마크와 아기치타
Tue Jun 26 23:51:44 +0000 2018,RT @HealingMB: Best friend of friends .. Cheetah Cub and a Puppy 🐶 🐱 https://t.co/SdPNIVZuTx,,[],1011689029316890624,1,Cheetah,http://pbs.twimg.com/media/Dgo9z9-X0AAUobx.jpg,1463391162,JenniferWard
Tue Jun 26 23:48:01 +0000 2018,https://t.co/KOxXzJK0eW,,[],1011757997238784002,1,Cheetah,http://pbs.twimg.com/media/Dgp8ibgUEAI6oRY.jpg,898927125276770305,마크와 아기치타
Tue Jun 26 23:48:01 +0000 2018,https://t.co/KOxXzJK0eW,,[],1011757997297561600,2,Cheetah,http://pbs.twimg.com/media/Dgp8ibuU8AAXuUD.jpg,898927125276770305,마크와 아기치타
Sat Jun 23 19:40:10 +0000 2018,The Grevy’s Zebra National Recovery and Action Plan officially launched and results of 2018 Census released. https://t.co/qwZVZi0SI4,,[],1010608451322511360,1,Grevy Zebra,http://pbs.twimg.com/media/DgZnCDQWAAAF8kx.jpg,250024481,KWS
Sat Jun 23 19:40:10 +0000 2018,The Grevy’s Zebra National Recovery and Action Plan officially launched and results of 2018 Census released. https://t.co/qwZVZi0SI4,,[],1010608451305836546,2,Grevy Zebra,http://pbs.twimg.com/media/DgZnCDMXkAIelK7.jpg,250024481,KWS
Mon Jun 25 08:08:20 +0000 2018,"Sad that I missed the Great Grevy's Ball in Laikipia, but the plains zebra in the Mara are pretty cute too https://t.co/XVC8xmtNqK",,[],1011158648717012992,1,Grevy Zebra,http://pbs.twimg.com/media/DghbbwRXcAALC21.jpg,3396881458,Jessica Gunson
Sat Jun 23 19:40:10 +0000 2018,The Grevy’s Zebra National Recovery and Action Plan officially launched and results of 2018 Census released. https://t.co/qwZVZi0SI4,,[],1010608451322511360,1,Grevy Zebra,http://pbs.twimg.com/media/DgZnCDQWAAAF8kx.jpg,250024481,KWS
Sat Jun 23 19:40:10 +0000 2018,The Grevy’s Zebra National Recovery and Action Plan officially launched and results of 2018 Census released. https://t.co/qwZVZi0SI4,,[],1010608451305836546,2,Grevy Zebra,http://pbs.twimg.com/media/DgZnCDMXkAIelK7.jpg,250024481,KWS
Tue Jun 26 08:34:18 +0000 2018,"A lion never dies, he only sleeps.

15 years ago today, Marc-Vivien Foé passed away. #MVF23 https://t.co/ecaVfJfjmn",,[{u'tag': u'MVF23'}],1011527745736728576,1,Lion,http://pbs.twimg.com/media/DgmrIB0W4AAusXO.jpg,328054797,City Watch
Tue Jun 26 08:34:18 +0000 2018,"A lion never dies, he only sleeps.

15 years ago today, Marc-Vivien Foé passed away. #MVF23 https://t.co/ecaVfJfjmn",,[{u'tag': u'MVF23'}],1011527753856901124,2,Lion,http://pbs.twimg.com/media/DgmrIgEW4AQAG4d.jpg,328054797,City Watch
Tue Jun 26 08:34:18 +0000 2018,"A lion never dies, he only sleeps.

15 years ago today, Marc-Vivien Foé passed away. #MVF23 https://t.co/ecaVfJfjmn",,[{u'tag': u'MVF23'}],1011527760735502336,3,Lion,http://pbs.twimg.com/media/DgmrI5sWAAAwPb0.jpg,328054797,City Watch
Wed Jun 27 00:38:25 +0000 2018,nctzen's baby lion https://t.co/3EOMs9t3OU,,[],1011770674367492096,1,Lion,http://pbs.twimg.com/media/DgqIEVfU8AAHmrJ.jpg,1956300775,💚🌱💚
Wed Jun 27 00:38:12 +0000 2018,RT @WWE: Can @XavierWoodsPhD FINALLY tame the LION of Bulgaria that is @RusevBUL on #SDLive?! https://t.co/tdKjrlMx2l,,[{u'tag': u'SDLive'}],1011767849688358915,1,Lion,http://pbs.twimg.com/media/DgqFs4iUYAAZ8ha.jpg,737067498638475269,Kevin Thao
Wed Jun 27 00:37:53 +0000 2018,"RT @AmericanIndian8: Night
Mountain Lion Mother &amp; cubs
Sunset Ridge,Victorville,California
#INDIGENOUS #TAIRP https://t.co/oQq4jAFROj",,"[{u'tag': u'INDIGENOUS'}, {u'tag': u'TAIRP'}]",1011720453310894082,1,Lion,http://pbs.twimg.com/media/DgpaZFeX0AIy1pr.jpg,2540750971,Bella Swann Erotica 💋 One-Handed Reading 😘
Wed Jun 27 00:37:52 +0000 2018,RT @WWE: Can @XavierWoodsPhD FINALLY tame the LION of Bulgaria that is @RusevBUL on #SDLive?! https://t.co/tdKjrlMx2l,,[{u'tag': u'SDLive'}],1011767849688358915,1,Lion,http://pbs.twimg.com/media/DgqFs4iUYAAZ8ha.jpg,3285703488,⚔️Shawn⚖️
Wed Jun 27 00:37:52 +0000 2018,RT @WWE: Can @XavierWoodsPhD FINALLY tame the LION of Bulgaria that is @RusevBUL on #SDLive?! https://t.co/tdKjrlMx2l,,[{u'tag': u'SDLive'}],1011767849688358915,1,Lion,http://pbs.twimg.com/media/DgqFs4iUYAAZ8ha.jpg,1702923787,Yash Jain
Wed Jun 27 00:37:50 +0000 2018,RT @WWE: Can @XavierWoodsPhD FINALLY tame the LION of Bulgaria that is @RusevBUL on #SDLive?! https://t.co/tdKjrlMx2l,,[{u'tag': u'SDLive'}],1011767849688358915,1,Lion,http://pbs.twimg.com/media/DgqFs4iUYAAZ8ha.jpg,57198180,Yesid Lopez
Wed Jun 27 00:37:48 +0000 2018,RT @WWE: Can @XavierWoodsPhD FINALLY tame the LION of Bulgaria that is @RusevBUL on #SDLive?! https://t.co/tdKjrlMx2l,,[{u'tag': u'SDLive'}],1011767849688358915,1,Lion,http://pbs.twimg.com/media/DgqFs4iUYAAZ8ha.jpg,778841755,SHIBZ 💠
Wed Jun 27 00:37:44 +0000 2018,RT @WWE: Can @XavierWoodsPhD FINALLY tame the LION of Bulgaria that is @RusevBUL on #SDLive?! https://t.co/tdKjrlMx2l,,[{u'tag': u'SDLive'}],1011767849688358915,1,Lion,http://pbs.twimg.com/media/DgqFs4iUYAAZ8ha.jpg,1011754332684013568,Anthony Fraser
Wed Jun 27 00:37:19 +0000 2018,My new EP #Lion is available now on @AppleMusic !  Coming to @Spotify real soon!  Check it out now! #bigdreams https://t.co/PXyfoDyeJ2,,"[{u'tag': u'Lion'}, {u'tag': u'bigdreams'}]",1011770182518345729,1,Lion,http://pbs.twimg.com/media/DgqHntNWkAEleNz.jpg,180611408,Scott Harper
Wed Jun 27 00:37:02 +0000 2018,"RT @Nvck_11: Born with the drip, I just learned how to hustle.. https://t.co/nEXnjpMPg8",,[],1011769717688684544,1,Lion,http://pbs.twimg.com/media/DgqHMplU0AA7fsD.jpg,2733240626,♨️
Wed Jun 27 00:37:02 +0000 2018,"RT @Nvck_11: Born with the drip, I just learned how to hustle.. https://t.co/nEXnjpMPg8",,[],1011769717709684736,2,Lion,http://pbs.twimg.com/media/DgqHMpqVQAAn6pj.jpg,2733240626,♨️
Wed Jun 27 00:37:01 +0000 2018,"RT @Footballogue: [#RIP🙏] Il y a 15 ans déjà, Marc Vivien Foe nous quittait.

« Un Lion ne meurt jamais, il dort ! » https://t.co/WnvKDAWfE9",,[{u'tag': u'RIP'}],1011567573811519488,1,Lion,http://pbs.twimg.com/media/DgnPWU9W4AAua_Z.jpg,707557159,Le six
Wed Jun 27 00:36:37 +0000 2018,RT @WWE: Can @XavierWoodsPhD FINALLY tame the LION of Bulgaria that is @RusevBUL on #SDLive?! https://t.co/tdKjrlMx2l,,[{u'tag': u'SDLive'}],1011767849688358915,1,Lion,http://pbs.twimg.com/media/DgqFs4iUYAAZ8ha.jpg,1004494689758863360,Derek Rein
Wed Jun 27 00:36:09 +0000 2018,@Voltron Hyper-Phase Legendary Lion Assortment – A San Diego Comic-Con Exclusive #Voltron https://t.co/KaHkEpoWoM https://t.co/03EYtd6R9V,,[{u'tag': u'Voltron'}],1011770120446840837,1,Lion,http://pbs.twimg.com/media/DgqHkF-WkAUTG_m.jpg,2063781,Drew Bennett
Wed Jun 27 00:36:05 +0000 2018,RT @WWE: Can @XavierWoodsPhD FINALLY tame the LION of Bulgaria that is @RusevBUL on #SDLive?! https://t.co/tdKjrlMx2l,,[{u'tag': u'SDLive'}],1011767849688358915,1,Lion,http://pbs.twimg.com/media/DgqFs4iUYAAZ8ha.jpg,3853063454,Ꮗ
Wed Jun 27 00:36:04 +0000 2018,Cheap Design Toscano Grand Lion of St. John’s Square Sculptural Bench https://t.co/NvVGEhiMXW https://t.co/S7rIjRNDDs,,[],1011770100527927296,1,Lion,http://pbs.twimg.com/media/DgqHi7xUEAAzsJe.jpg,893624412074684417,patiodiningset
Wed Jun 27 00:36:03 +0000 2018,RT @WWE: Can @XavierWoodsPhD FINALLY tame the LION of Bulgaria that is @RusevBUL on #SDLive?! https://t.co/tdKjrlMx2l,,[{u'tag': u'SDLive'}],1011767849688358915,1,Lion,http://pbs.twimg.com/media/DgqFs4iUYAAZ8ha.jpg,1006236221058830336,Coach Doom
Wed Jun 27 00:35:56 +0000 2018,RT @sakuramochiJP: 揺れもの設定8割完了、布とかを柔らかくするのは次回だ！ https://t.co/hfdFhz7cd0,,[],1011689778209685504,1,Lion,http://pbs.twimg.com/ext_tw_video_thumb/1011689778209685504/pu/img/0nJvNshwarq3rKlN.jpg,1320283496,PomeLion(ポメライオン)
Wed Jun 27 00:35:48 +0000 2018,RT @Mariners: 😵😵😵 https://t.co/CociIsTLWQ,,[],1011763120266620928,1,Lion,http://pbs.twimg.com/amplify_video_thumb/1011763120266620928/img/8HIiWQEd-XyQa5wv.jpg,277222526,Lioninho 🇧🇷
Wed Jun 27 00:35:44 +0000 2018,RT @rakutadesu: 夏の喫茶店　#創作BL https://t.co/UllOJalGqI,,[{u'tag': u'創作BL'}],1011589240671465473,1,Lion,http://pbs.twimg.com/media/DgnjDgTUcAEHqjC.jpg,1062185460,バート(射)
Wed Jun 27 00:35:44 +0000 2018,RT @rakutadesu: 夏の喫茶店　#創作BL https://t.co/UllOJalGqI,,[{u'tag': u'創作BL'}],1011589252604297217,2,Lion,http://pbs.twimg.com/media/DgnjEMwVAAELrDv.jpg,1062185460,バート(射)
Wed Jun 27 00:35:44 +0000 2018,RT @rakutadesu: 夏の喫茶店　#創作BL https://t.co/UllOJalGqI,,[{u'tag': u'創作BL'}],1011589265036210177,3,Lion,http://pbs.twimg.com/media/DgnjE7EU8AE8OLb.jpg,1062185460,バート(射)
Wed Jun 27 00:35:44 +0000 2018,RT @rakutadesu: 夏の喫茶店　#創作BL https://t.co/UllOJalGqI,,[{u'tag': u'創作BL'}],1011589282073440256,4,Lion,http://pbs.twimg.com/media/DgnjF6iUcAAlg3c.jpg,1062185460,バート(射)
Wed Jun 27 00:35:40 +0000 2018,RT @landpsychology: Oh this little guy Just a baby sea lion.. https://t.co/sbAm0e7jlo,,[],1011767086132203525,1,Lion,http://pbs.twimg.com/media/DgqEzeRXkAUwV3f.jpg,35400575,Blanca Hernández
Wed Jun 27 00:35:36 +0000 2018,"RT @ArmKornkan: Lion King the Movie!!! พีค!!
ฝึกร้อง #HakunaMatata แป๊บ 😂 https://t.co/tQ0uWksbmr",,[{u'tag': u'HakunaMatata'}],1011650426662354944,1,Lion,http://pbs.twimg.com/ext_tw_video_thumb/1011650426662354944/pu/img/YizlFTYkZTmTtDK1.jpg,2158348632,ชิปเปอร์สายกาว
Wed Jun 27 00:35:14 +0000 2018,RT @WWE: Can @XavierWoodsPhD FINALLY tame the LION of Bulgaria that is @RusevBUL on #SDLive?! https://t.co/tdKjrlMx2l,,[{u'tag': u'SDLive'}],1011767849688358915,1,Lion,http://pbs.twimg.com/media/DgqFs4iUYAAZ8ha.jpg,885743796054441985,áril
Wed Jun 27 00:35:06 +0000 2018,RT @WWE: Can @XavierWoodsPhD FINALLY tame the LION of Bulgaria that is @RusevBUL on #SDLive?! https://t.co/tdKjrlMx2l,,[{u'tag': u'SDLive'}],1011767849688358915,1,Lion,http://pbs.twimg.com/media/DgqFs4iUYAAZ8ha.jpg,437120190,Ruth S. Real.
Wed Jun 27 00:34:58 +0000 2018,RT @WWE: Can @XavierWoodsPhD FINALLY tame the LION of Bulgaria that is @RusevBUL on #SDLive?! https://t.co/tdKjrlMx2l,,[{u'tag': u'SDLive'}],1011767849688358915,1,Lion,http://pbs.twimg.com/media/DgqFs4iUYAAZ8ha.jpg,834898607488831488,keondra 25
Fri Jun 22 17:29:00 +0000 2018,RT @TheKingsGiraffe: A crouching Rothschild giraffe at @zooberlin today. https://t.co/ou94zZSufO,,[],964528651604824064,1,Rothschild Giraffe,http://pbs.twimg.com/media/DWKxssaXkAA3En6.jpg,2163551056,(((Lesley Roberts)))
Fri Jun 22 17:28:52 +0000 2018,RT @TheKingsGiraffe: A Rothschild giraffe pulling a face at @zooberlin today. Photo by @Saschaloske https://t.co/uo9hvXMJmm,,[],964535630184304640,1,Rothschild Giraffe,http://pbs.twimg.com/media/DWK4C5pX0AAb3yb.jpg,2163551056,(((Lesley Roberts)))
Thu Jun 21 17:55:29 +0000 2018,Rothschild's giraffe @PaigntonZoo #WorldGiraffeDay It's amazing what you can do with a super long tongue! https://t.co/tg6VLoVgN4,,[{u'tag': u'WorldGiraffeDay'}],1009856827595489280,1,Rothschild Giraffe,http://pbs.twimg.com/media/DgO7byrVAAAdIQV.jpg,737933377609826304,sheila fisher
Tue Jun 26 06:13:57 +0000 2018,The Brain of a Plains zebra https://t.co/ECXKCjC0r2 #braincatalogue https://t.co/AFu5Z1c2U1,,[{u'tag': u'braincatalogue'}],1011492741736554496,1,Plains Zebra,http://pbs.twimg.com/media/DgmLShwX4AANA9N.jpg,728514164717723648,Brain Catalogue
Mon Jun 25 08:08:20 +0000 2018,"Sad that I missed the Great Grevy's Ball in Laikipia, but the plains zebra in the Mara are pretty cute too https://t.co/XVC8xmtNqK",,[],1011158648717012992,1,Plains Zebra,http://pbs.twimg.com/media/DghbbwRXcAALC21.jpg,3396881458,Jessica Gunson
Sun Jun 24 18:13:43 +0000 2018,The Brain of a Plains zebra https://t.co/ECXKCjC0r2 #braincatalogue https://t.co/ypPjQe7se2,,[{u'tag': u'braincatalogue'}],1010949100873945088,1,Plains Zebra,http://pbs.twimg.com/media/Dgec2duXkAABfFA.jpg,728514164717723648,Brain Catalogue
Sat Jun 23 18:13:29 +0000 2018,The Brain of a Plains zebra https://t.co/ECXKCjC0r2 #braincatalogue https://t.co/lOjN4RtZX7,,[{u'tag': u'braincatalogue'}],1010586655621861376,1,Plains Zebra,http://pbs.twimg.com/media/DgZTNX8XUAAMlhU.jpg,728514164717723648,Brain Catalogue
